month,sku,variation,category,location,inventory_units,unit_cost,inventory_value
2024-01,Ginger Lemon Plus,Plus,Finished,Inbound_Transit,56,11.0,616.0
2024-01,Ginger Lemon Plus,Plus,Finished,Interwarehouse_Transit,148,11.0,1628.0
2024-01,Berry Fusion Original,Original,Finished,EU_North,37,8.5,314.5
2024-01,Berry Fusion Original,Original,Finished,EU_Central,354,8.5,3009.0
2024-01,Berry Fusion Original,Original,Finished,EU_South,1739,8.5,14781.5
2024-01,Berry Fusion Original,Original,Finished,EU_West,49,8.5,416.5
2024-01,Berry Fusion Original,Original,Finished,EU_East,236,8.5,2006.0
2024-01,Berry Fusion Original,Original,Finished,Amazon_FBA,760,8.5,6460.0
2024-01,Berry Fusion Original,Original,Finished,TikTok_FBT,463,8.5,3935.5
2024-01,Berry Fusion Original,Original,Finished,Shopify_FC,417,8.5,3544.5
2024-01,Berry Fusion Original,Original,Finished,Factory_A,438,8.5,3723.0
2024-01,Berry Fusion Original,Original,Finished,Factory_B,166,8.5,1411.0
2024-01,Berry Fusion Original,Original,Finished,Inbound_Transit,105,8.5,892.5
2024-01,Berry Fusion Original,Original,Finished,Interwarehouse_Transit,509,8.5,4326.5
2024-01,Berry Fusion Plus,Plus,Finished,EU_North,297,11.0,3267.0
2024-01,Berry Fusion Plus,Plus,Finished,EU_Central,138,11.0,1518.0
2024-01,Berry Fusion Plus,Plus,Finished,EU_South,48,11.0,528.0
2024-01,Berry Fusion Plus,Plus,Finished,EU_West,1339,11.0,14729.0
2024-01,Berry Fusion Plus,Plus,Finished,EU_East,471,11.0,5181.0
2024-01,Berry Fusion Plus,Plus,Finished,Amazon_FBA,558,11.0,6138.0
2024-01,Berry Fusion Plus,Plus,Finished,TikTok_FBT,91,11.0,1001.0
2024-01,Berry Fusion Plus,Plus,Finished,Shopify_FC,9,11.0,99.0
2024-01,Berry Fusion Plus,Plus,Finished,Factory_A,90,11.0,990.0
2024-01,Berry Fusion Plus,Plus,Finished,Factory_B,268,11.0,2948.0
2024-01,Berry Fusion Plus,Plus,Finished,Inbound_Transit,126,11.0,1386.0
2024-01,Berry Fusion Plus,Plus,Finished,Interwarehouse_Transit,422,11.0,4642.0
2024-01,Cacao Original,Original,Finished,EU_North,82,8.5,697.0
2024-01,Cacao Original,Original,Finished,EU_Central,9,8.5,76.5
2024-01,Cacao Original,Original,Finished,EU_South,4,8.5,34.0
2024-01,Cacao Original,Original,Finished,EU_West,481,8.5,4088.5
2024-01,Cacao Original,Original,Finished,EU_East,247,8.5,2099.5
2024-01,Cacao Original,Original,Finished,Amazon_FBA,166,8.5,1411.0
2024-01,Cacao Original,Original,Finished,TikTok_FBT,68,8.5,578.0
2024-01,Cacao Original,Original,Finished,Shopify_FC,22,8.5,187.0
2024-01,Cacao Original,Original,Finished,Factory_A,21,8.5,178.5
2024-01,Cacao Original,Original,Finished,Factory_B,42,8.5,357.0
2024-01,Cacao Original,Original,Finished,Inbound_Transit,85,8.5,722.5
2024-01,Cacao Original,Original,Finished,Interwarehouse_Transit,142,8.5,1207.0
2024-01,Cacao Plus,Plus,Finished,EU_North,47,11.0,517.0
2024-01,Cacao Plus,Plus,Finished,EU_Central,438,11.0,4818.0
2024-01,Cacao Plus,Plus,Finished,EU_South,31,11.0,341.0
2024-01,Cacao Plus,Plus,Finished,EU_West,2,11.0,22.0
2024-01,Cacao Plus,Plus,Finished,EU_East,204,11.0,2244.0
2024-01,Cacao Plus,Plus,Finished,Amazon_FBA,247,11.0,2717.0
2024-01,Cacao Plus,Plus,Finished,TikTok_FBT,62,11.0,682.0
2024-01,Cacao Plus,Plus,Finished,Shopify_FC,102,11.0,1122.0
2024-01,Cacao Plus,Plus,Finished,Factory_A,172,11.0,1892.0
2024-01,Cacao Plus,Plus,Finished,Factory_B,7,11.0,77.0
2024-01,Cacao Plus,Plus,Finished,Inbound_Transit,439,11.0,4829.0
2024-01,Cacao Plus,Plus,Finished,Interwarehouse_Transit,341,11.0,3751.0
2024-01,Vanilla Chai Original,Original,Finished,EU_North,461,8.5,3918.5
2024-01,Vanilla Chai Original,Original,Finished,EU_Central,212,8.5,1802.0
2024-01,Vanilla Chai Original,Original,Finished,EU_South,305,8.5,2592.5
2024-01,Vanilla Chai Original,Original,Finished,EU_West,1348,8.5,11458.0
2024-01,Vanilla Chai Original,Original,Finished,EU_East,164,8.5,1394.0
2024-01,Vanilla Chai Original,Original,Finished,Amazon_FBA,1527,8.5,12979.5
2024-01,Vanilla Chai Original,Original,Finished,TikTok_FBT,898,8.5,7633.0
2024-01,Vanilla Chai Original,Original,Finished,Shopify_FC,77,8.5,654.5
2024-01,Vanilla Chai Original,Original,Finished,Factory_A,32,8.5,272.0
2024-01,Vanilla Chai Original,Original,Finished,Factory_B,46,8.5,391.0
2024-01,Vanilla Chai Original,Original,Finished,Inbound_Transit,8,8.5,68.0
2024-01,Vanilla Chai Original,Original,Finished,Interwarehouse_Transit,45,8.5,382.5
2024-01,Vanilla Chai Plus,Plus,Finished,EU_North,512,11.0,5632.0
2024-01,Vanilla Chai Plus,Plus,Finished,EU_Central,290,11.0,3190.0
2024-01,Vanilla Chai Plus,Plus,Finished,EU_South,471,11.0,5181.0
2024-01,Vanilla Chai Plus,Plus,Finished,EU_West,512,11.0,5632.0
2024-01,Vanilla Chai Plus,Plus,Finished,EU_East,774,11.0,8514.0
2024-01,Vanilla Chai Plus,Plus,Finished,Amazon_FBA,76,11.0,836.0
2024-01,Vanilla Chai Plus,Plus,Finished,TikTok_FBT,155,11.0,1705.0
2024-01,Vanilla Chai Plus,Plus,Finished,Shopify_FC,430,11.0,4730.0
2024-01,Vanilla Chai Plus,Plus,Finished,Factory_A,977,11.0,10747.0
2024-01,Vanilla Chai Plus,Plus,Finished,Factory_B,575,11.0,6325.0
2024-01,Vanilla Chai Plus,Plus,Finished,Inbound_Transit,182,11.0,2002.0
2024-01,Vanilla Chai Plus,Plus,Finished,Interwarehouse_Transit,632,11.0,6952.0
2024-01,Raspberry Original,Original,Finished,EU_North,139,8.5,1181.5
2024-01,Raspberry Original,Original,Finished,EU_Central,98,8.5,833.0
2024-01,Raspberry Original,Original,Finished,EU_South,16,8.5,136.0
2024-01,Raspberry Original,Original,Finished,EU_West,17,8.5,144.5
2024-01,Raspberry Original,Original,Finished,EU_East,176,8.5,1496.0
2024-01,Raspberry Original,Original,Finished,Amazon_FBA,169,8.5,1436.5
2024-01,Raspberry Original,Original,Finished,TikTok_FBT,45,8.5,382.5
2024-01,Raspberry Original,Original,Finished,Shopify_FC,586,8.5,4981.0
2024-01,Raspberry Original,Original,Finished,Factory_A,308,8.5,2618.0
2024-01,Raspberry Original,Original,Finished,Factory_B,24,8.5,204.0
2024-01,Raspberry Original,Original,Finished,Inbound_Transit,458,8.5,3893.0
2024-01,Raspberry Original,Original,Finished,Interwarehouse_Transit,575,8.5,4887.5
2024-01,Raspberry Plus,Plus,Finished,EU_North,39,11.0,429.0
2024-01,Raspberry Plus,Plus,Finished,EU_Central,206,11.0,2266.0
2024-01,Raspberry Plus,Plus,Finished,EU_South,63,11.0,693.0
2024-01,Raspberry Plus,Plus,Finished,EU_West,215,11.0,2365.0
2024-01,Raspberry Plus,Plus,Finished,EU_East,513,11.0,5643.0
2024-01,Raspberry Plus,Plus,Finished,Amazon_FBA,507,11.0,5577.0
2024-01,Raspberry Plus,Plus,Finished,TikTok_FBT,68,11.0,748.0
2024-01,Raspberry Plus,Plus,Finished,Shopify_FC,649,11.0,7139.0
2024-01,Raspberry Plus,Plus,Finished,Factory_A,260,11.0,2860.0
2024-01,Raspberry Plus,Plus,Finished,Factory_B,126,11.0,1386.0
2024-01,Raspberry Plus,Plus,Finished,Inbound_Transit,368,11.0,4048.0
2024-01,Raspberry Plus,Plus,Finished,Interwarehouse_Transit,191,11.0,2101.0
2024-01,Pistachio Original,Original,Finished,EU_North,110,8.5,935.0
2024-01,Pistachio Original,Original,Finished,EU_Central,19,8.5,161.5
2024-01,Pistachio Original,Original,Finished,EU_South,16,8.5,136.0
2024-01,Pistachio Original,Original,Finished,EU_West,83,8.5,705.5
2024-01,Pistachio Original,Original,Finished,EU_East,10,8.5,85.0
2024-01,Pistachio Original,Original,Finished,Amazon_FBA,145,8.5,1232.5
2024-01,Pistachio Original,Original,Finished,Shopify_FC,150,8.5,1275.0
2024-01,Pistachio Original,Original,Finished,Factory_A,1,8.5,8.5
2024-01,Pistachio Original,Original,Finished,Factory_B,105,8.5,892.5
2024-01,Pistachio Original,Original,Finished,Inbound_Transit,25,8.5,212.5
2024-01,Pistachio Original,Original,Finished,Interwarehouse_Transit,184,8.5,1564.0
2024-01,Pistachio Plus,Plus,Finished,EU_North,60,11.0,660.0
2024-01,Pistachio Plus,Plus,Finished,EU_Central,19,11.0,209.0
2024-01,Pistachio Plus,Plus,Finished,EU_South,10,11.0,110.0
2024-01,Pistachio Plus,Plus,Finished,EU_West,40,11.0,440.0
2024-01,Pistachio Plus,Plus,Finished,EU_East,27,11.0,297.0
2024-01,Pistachio Plus,Plus,Finished,Amazon_FBA,57,11.0,627.0
2024-01,Pistachio Plus,Plus,Finished,TikTok_FBT,4,11.0,44.0
2024-01,Pistachio Plus,Plus,Finished,Shopify_FC,212,11.0,2332.0
2024-01,Pistachio Plus,Plus,Finished,Factory_A,230,11.0,2530.0
2024-01,Pistachio Plus,Plus,Finished,Factory_B,78,11.0,858.0
2024-01,Pistachio Plus,Plus,Finished,Inbound_Transit,48,11.0,528.0
2024-01,Pistachio Plus,Plus,Finished,Interwarehouse_Transit,16,11.0,176.0
2024-02,Matcha Original,Original,Finished,EU_North,444,8.5,3774.0
2024-02,Matcha Original,Original,Finished,EU_Central,251,8.5,2133.5
2024-02,Matcha Original,Original,Finished,EU_South,1524,8.5,12954.0
2024-02,Matcha Original,Original,Finished,EU_West,185,8.5,1572.5
2024-02,Matcha Original,Original,Finished,EU_East,575,8.5,4887.5
2024-02,Matcha Original,Original,Finished,Amazon_FBA,184,8.5,1564.0
2024-02,Matcha Original,Original,Finished,TikTok_FBT,687,8.5,5839.5
2024-02,Matcha Original,Original,Finished,Shopify_FC,331,8.5,2813.5
2024-02,Matcha Original,Original,Finished,Factory_A,22,8.5,187.0
2024-02,Matcha Original,Original,Finished,Factory_B,11,8.5,93.5
2024-02,Matcha Original,Original,Finished,Inbound_Transit,45,8.5,382.5
2024-02,Matcha Original,Original,Finished,Interwarehouse_Transit,4,8.5,34.0
2024-02,Matcha Plus,Plus,Finished,EU_North,115,11.0,1265.0
2024-02,Matcha Plus,Plus,Finished,EU_Central,414,11.0,4554.0
2024-02,Matcha Plus,Plus,Finished,EU_South,318,11.0,3498.0
2024-02,Matcha Plus,Plus,Finished,EU_West,139,11.0,1529.0
2024-02,Matcha Plus,Plus,Finished,EU_East,51,11.0,561.0
2024-02,Matcha Plus,Plus,Finished,Amazon_FBA,451,11.0,4961.0
2024-02,Matcha Plus,Plus,Finished,TikTok_FBT,307,11.0,3377.0
2024-02,Matcha Plus,Plus,Finished,Shopify_FC,507,11.0,5577.0
2024-02,Matcha Plus,Plus,Finished,Factory_A,242,11.0,2662.0
2024-02,Matcha Plus,Plus,Finished,Factory_B,596,11.0,6556.0
2024-02,Matcha Plus,Plus,Finished,Inbound_Transit,292,11.0,3212.0
2024-02,Matcha Plus,Plus,Finished,Interwarehouse_Transit,330,11.0,3630.0
2024-02,Acai Original,Original,Finished,EU_North,15,8.5,127.5
2024-02,Acai Original,Original,Finished,EU_Central,201,8.5,1708.5
2024-02,Acai Original,Original,Finished,EU_South,158,8.5,1343.0
2024-02,Acai Original,Original,Finished,EU_West,107,8.5,909.5
2024-02,Acai Original,Original,Finished,EU_East,405,8.5,3442.5
2024-02,Acai Original,Original,Finished,Amazon_FBA,69,8.5,586.5
2024-02,Acai Original,Original,Finished,TikTok_FBT,132,8.5,1122.0
2024-02,Acai Original,Original,Finished,Shopify_FC,231,8.5,1963.5
2024-02,Acai Original,Original,Finished,Factory_A,298,8.5,2533.0
2024-02,Acai Original,Original,Finished,Factory_B,120,8.5,1020.0
2024-02,Acai Original,Original,Finished,Inbound_Transit,337,8.5,2864.5
2024-02,Acai Original,Original,Finished,Interwarehouse_Transit,300,8.5,2550.0
2024-02,Acai Plus,Plus,Finished,EU_North,146,11.0,1606.0
2024-02,Acai Plus,Plus,Finished,EU_Central,702,11.0,7722.0
2024-02,Acai Plus,Plus,Finished,EU_South,213,11.0,2343.0
2024-02,Acai Plus,Plus,Finished,EU_West,386,11.0,4246.0
2024-02,Acai Plus,Plus,Finished,EU_East,71,11.0,781.0
2024-02,Acai Plus,Plus,Finished,Amazon_FBA,61,11.0,671.0
2024-02,Acai Plus,Plus,Finished,TikTok_FBT,16,11.0,176.0
2024-02,Acai Plus,Plus,Finished,Shopify_FC,68,11.0,748.0
2024-02,Acai Plus,Plus,Finished,Factory_A,95,11.0,1045.0
2024-02,Acai Plus,Plus,Finished,Factory_B,78,11.0,858.0
2024-02,Acai Plus,Plus,Finished,Inbound_Transit,38,11.0,418.0
2024-02,Acai Plus,Plus,Finished,Interwarehouse_Transit,37,11.0,407.0
2024-02,Coconut Original,Original,Finished,EU_North,24,8.5,204.0
2024-02,Coconut Original,Original,Finished,EU_Central,267,8.5,2269.5
2024-02,Coconut Original,Original,Finished,EU_South,1220,8.5,10370.0
2024-02,Coconut Original,Original,Finished,EU_West,161,8.5,1368.5
2024-02,Coconut Original,Original,Finished,EU_East,765,8.5,6502.5
2024-02,Coconut Original,Original,Finished,Amazon_FBA,65,8.5,552.5
2024-02,Coconut Original,Original,Finished,TikTok_FBT,354,8.5,3009.0
2024-02,Coconut Original,Original,Finished,Shopify_FC,165,8.5,1402.5
2024-02,Coconut Original,Original,Finished,Factory_A,361,8.5,3068.5
2024-02,Coconut Original,Original,Finished,Factory_B,14,8.5,119.0
2024-02,Coconut Original,Original,Finished,Inbound_Transit,42,8.5,357.0
2024-02,Coconut Original,Original,Finished,Interwarehouse_Transit,42,8.5,357.0
2024-02,Coconut Plus,Plus,Finished,EU_North,15,11.0,165.0
2024-02,Coconut Plus,Plus,Finished,EU_Central,276,11.0,3036.0
2024-02,Coconut Plus,Plus,Finished,EU_South,126,11.0,1386.0
2024-02,Coconut Plus,Plus,Finished,EU_West,154,11.0,1694.0
2024-02,Coconut Plus,Plus,Finished,EU_East,194,11.0,2134.0
2024-02,Coconut Plus,Plus,Finished,Amazon_FBA,109,11.0,1199.0
2024-02,Coconut Plus,Plus,Finished,TikTok_FBT,12,11.0,132.0
2024-02,Coconut Plus,Plus,Finished,Shopify_FC,91,11.0,1001.0
2024-02,Coconut Plus,Plus,Finished,Factory_A,98,11.0,1078.0
2024-02,Coconut Plus,Plus,Finished,Factory_B,155,11.0,1705.0
2024-02,Coconut Plus,Plus,Finished,Inbound_Transit,67,11.0,737.0
2024-02,Coconut Plus,Plus,Finished,Interwarehouse_Transit,15,11.0,165.0
2024-02,Turmeric Original,Original,Finished,EU_North,8,8.5,68.0
2024-02,Turmeric Original,Original,Finished,EU_Central,118,8.5,1003.0
2024-02,Turmeric Original,Original,Finished,EU_South,4,8.5,34.0
2024-02,Turmeric Original,Original,Finished,EU_West,37,8.5,314.5
2024-02,Turmeric Original,Original,Finished,EU_East,26,8.5,221.0
2024-02,Turmeric Original,Original,Finished,Amazon_FBA,179,8.5,1521.5
2024-02,Turmeric Original,Original,Finished,TikTok_FBT,6,8.5,51.0
2024-02,Turmeric Original,Original,Finished,Shopify_FC,21,8.5,178.5
2024-02,Turmeric Original,Original,Finished,Factory_A,157,8.5,1334.5
2024-02,Turmeric Original,Original,Finished,Factory_B,94,8.5,799.0
2024-02,Turmeric Original,Original,Finished,Inbound_Transit,82,8.5,697.0
2024-02,Turmeric Original,Original,Finished,Interwarehouse_Transit,13,8.5,110.5
2024-02,Turmeric Plus,Plus,Finished,EU_North,137,11.0,1507.0
2024-02,Turmeric Plus,Plus,Finished,EU_Central,8,11.0,88.0
2024-02,Turmeric Plus,Plus,Finished,EU_South,63,11.0,693.0
2024-02,Turmeric Plus,Plus,Finished,EU_West,256,11.0,2816.0
2024-02,Turmeric Plus,Plus,Finished,EU_East,43,11.0,473.0
2024-02,Turmeric Plus,Plus,Finished,Amazon_FBA,105,11.0,1155.0
2024-02,Turmeric Plus,Plus,Finished,TikTok_FBT,58,11.0,638.0
2024-02,Turmeric Plus,Plus,Finished,Shopify_FC,57,11.0,627.0
2024-02,Turmeric Plus,Plus,Finished,Factory_A,102,11.0,1122.0
2024-02,Turmeric Plus,Plus,Finished,Factory_B,98,11.0,1078.0
2024-02,Turmeric Plus,Plus,Finished,Inbound_Transit,24,11.0,264.0
2024-02,Turmeric Plus,Plus,Finished,Interwarehouse_Transit,152,11.0,1672.0
2024-02,Ginger Lemon Original,Original,Finished,EU_North,24,8.5,204.0
2024-02,Ginger Lemon Original,Original,Finished,EU_Central,7,8.5,59.5
2024-02,Ginger Lemon Original,Original,Finished,EU_South,189,8.5,1606.5
2024-02,Ginger Lemon Original,Original,Finished,EU_West,99,8.5,841.5
2024-02,Ginger Lemon Original,Original,Finished,EU_East,253,8.5,2150.5
2024-02,Ginger Lemon Original,Original,Finished,Amazon_FBA,17,8.5,144.5
2024-02,Ginger Lemon Original,Original,Finished,TikTok_FBT,183,8.5,1555.5
2024-02,Ginger Lemon Original,Original,Finished,Shopify_FC,27,8.5,229.5
2024-02,Ginger Lemon Original,Original,Finished,Factory_A,20,8.5,170.0
2024-02,Ginger Lemon Original,Original,Finished,Factory_B,24,8.5,204.0
2024-02,Ginger Lemon Original,Original,Finished,Inbound_Transit,205,8.5,1742.5
2024-02,Ginger Lemon Original,Original,Finished,Interwarehouse_Transit,119,8.5,1011.5
2024-02,Ginger Lemon Plus,Plus,Finished,EU_North,47,11.0,517.0
2024-02,Ginger Lemon Plus,Plus,Finished,EU_Central,5,11.0,55.0
2024-02,Ginger Lemon Plus,Plus,Finished,EU_South,17,11.0,187.0
2024-02,Ginger Lemon Plus,Plus,Finished,EU_West,51,11.0,561.0
2024-02,Ginger Lemon Plus,Plus,Finished,EU_East,38,11.0,418.0
2024-02,Ginger Lemon Plus,Plus,Finished,Amazon_FBA,21,11.0,231.0
2024-02,Ginger Lemon Plus,Plus,Finished,TikTok_FBT,70,11.0,770.0
2024-02,Ginger Lemon Plus,Plus,Finished,Shopify_FC,78,11.0,858.0
2024-02,Ginger Lemon Plus,Plus,Finished,Factory_A,11,11.0,121.0
2024-02,Ginger Lemon Plus,Plus,Finished,Factory_B,141,11.0,1551.0
2024-02,Ginger Lemon Plus,Plus,Finished,Inbound_Transit,34,11.0,374.0
2024-02,Ginger Lemon Plus,Plus,Finished,Interwarehouse_Transit,83,11.0,913.0
2024-02,Berry Fusion Original,Original,Finished,EU_North,64,8.5,544.0
