month,sku,variation,category,location,inventory_units,unit_cost,inventory_value
2023-05-01,classic,original,beverage,3pl_south,5130,10,51300
2023-06-01,classic,original,beverage,3pl_south,5693,10,56930
2023-07-01,classic,original,beverage,3pl_south,5368,10,53680
2023-08-01,classic,original,beverage,3pl_south,5844,10,58440
2023-09-01,classic,original,beverage,3pl_south,5309,10,53090
2023-10-01,classic,original,beverage,3pl_south,5896,10,58960
2023-11-01,classic,original,beverage,3pl_south,5550,10,55500
2023-12-01,classic,original,beverage,3pl_south,6175,10,61750
2024-01-01,classic,original,beverage,3pl_south,7023,10,70230
2024-02-01,classic,original,beverage,3pl_south,7332,10,73320
2024-03-01,classic,original,beverage,3pl_south,6987,10,69870
2024-04-01,classic,original,beverage,3pl_south,8216,10,82160
2024-05-01,classic,original,beverage,3pl_south,8144,10,81440
2024-06-01,classic,original,beverage,3pl_south,7206,10,72060
2024-07-01,classic,original,beverage,3pl_south,7815,10,78150
2024-08-01,classic,original,beverage,3pl_south,8053,10,80530
2024-09-01,classic,original,beverage,3pl_south,7656,10,76560
2024-10-01,classic,original,beverage,3pl_south,7617,10,76170
2024-11-01,classic,original,beverage,3pl_south,7181,10,71810
2024-12-01,classic,original,beverage,3pl_south,6956,10,69560
2025-01-01,classic,original,beverage,3pl_south,10218,10,102180
2025-02-01,classic,original,beverage,3pl_south,10224,10,102240
2025-03-01,classic,original,beverage,3pl_south,9717,10,97170
2025-04-01,classic,original,beverage,3pl_south,9161,10,91610
2025-05-01,classic,original,beverage,3pl_south,9180,10,91800
2025-06-01,classic,original,beverage,3pl_south,9893,10,98930
2025-07-01,classic,original,beverage,3pl_south,10217,10,102170
2025-08-01,classic,original,beverage,3pl_south,10198,10,101980
2025-09-01,classic,original,beverage,3pl_south,9995,10,99950
2025-10-01,classic,original,beverage,3pl_south,9734,10,97340
2025-11-01,classic,original,beverage,3pl_south,8678,10,86780
2025-12-01,classic,original,beverage,3pl_south,8825,10,88250
2026-01-01,classic,original,beverage,3pl_south,10220,10,102200
2026-02-01,classic,original,beverage,3pl_south,9667,10,96670
2026-03-01,classic,original,beverage,3pl_south,8536,10,85360
2022-01-01,classic,original,beverage,amazon,522,10,5220
2022-02-01,classic,original,beverage,amazon,456,10,4560
2022-03-01,classic,original,beverage,amazon,459,10,4590
2022-04-01,classic,original,beverage,amazon,476,10,4760
2022-05-01,classic,original,beverage,amazon,472,10,4720
2022-06-01,classic,original,beverage,amazon,524,10,5240
2022-07-01,classic,original,beverage,amazon,446,10,4460
2022-08-01,classic,original,beverage,amazon,431,10,4310
2022-09-01,classic,original,beverage,amazon,477,10,4770
2022-10-01,classic,original,beverage,amazon,446,10,4460
2022-11-01,classic,original,beverage,amazon,464,10,4640
2022-12-01,classic,original,beverage,amazon,500,10,5000
2023-01-01,classic,original,beverage,amazon,498,10,4980
2023-02-01,classic,original,beverage,amazon,459,10,4590
2023-03-01,classic,original,beverage,amazon,481,10,4810
2023-04-01,classic,original,beverage,amazon,478,10,4780
2023-05-01,classic,original,beverage,amazon,490,10,4900
2023-06-01,classic,original,beverage,amazon,453,10,4530
2023-07-01,classic,original,beverage,amazon,486,10,4860
2023-08-01,classic,original,beverage,amazon,523,10,5230
2023-09-01,classic,original,beverage,amazon,476,10,4760
2023-10-01,classic,original,beverage,amazon,516,10,5160
2023-11-01,classic,original,beverage,amazon,471,10,4710
2023-12-01,classic,original,beverage,amazon,463,10,4630
2024-01-01,classic,original,beverage,amazon,655,10,6550
2024-02-01,classic,original,beverage,amazon,658,10,6580
2024-03-01,classic,original,beverage,amazon,683,10,6830
2024-04-01,classic,original,beverage,amazon,602,10,6020
2024-05-01,classic,original,beverage,amazon,636,10,6360
2024-06-01,classic,original,beverage,amazon,645,10,6450
2024-07-01,classic,original,beverage,amazon,671,10,6710
2024-08-01,classic,original,beverage,amazon,578,10,5780
2024-09-01,classic,original,beverage,amazon,699,10,6990
2024-10-01,classic,original,beverage,amazon,632,10,6320
2024-11-01,classic,original,beverage,amazon,608,10,6080
2024-12-01,classic,original,beverage,amazon,685,10,6850
2025-01-01,classic,original,beverage,amazon,835,10,8350
2025-02-01,classic,original,beverage,amazon,868,10,8680
2025-03-01,classic,original,beverage,amazon,769,10,7690
2025-04-01,classic,original,beverage,amazon,804,10,8040
2025-05-01,classic,original,beverage,amazon,807,10,8070
2025-06-01,classic,original,beverage,amazon,872,10,8720
2025-07-01,classic,original,beverage,amazon,728,10,7280
2025-08-01,classic,original,beverage,amazon,765,10,7650
2025-09-01,classic,original,beverage,amazon,746,10,7460
2025-10-01,classic,original,beverage,amazon,759,10,7590
2025-11-01,classic,original,beverage,amazon,793,10,7930
2025-12-01,classic,original,beverage,amazon,775,10,7750
2026-01-01,classic,original,beverage,amazon,779,10,7790
2026-02-01,classic,original,beverage,amazon,850,10,8500
2026-03-01,classic,original,beverage,amazon,864,10,8640
2022-01-01,classic,original,beverage,tiktok,521,10,5210
2022-02-01,classic,original,beverage,tiktok,580,10,5800
2022-03-01,classic,original,beverage,tiktok,623,10,6230
2022-04-01,classic,original,beverage,tiktok,526,10,5260
2022-05-01,classic,original,beverage,tiktok,569,10,5690
2022-06-01,classic,original,beverage,tiktok,610,10,6100
2022-07-01,classic,original,beverage,tiktok,594,10,5940
2022-08-01,classic,original,beverage,tiktok,589,10,5890
2022-09-01,classic,original,beverage,tiktok,590,10,5900
2022-10-01,classic,original,beverage,tiktok,551,10,5510
2022-11-01,classic,original,beverage,tiktok,544,10,5440
2022-12-01,classic,original,beverage,tiktok,602,10,6020
2023-01-01,classic,original,beverage,tiktok,602,10,6020
2023-02-01,classic,original,beverage,tiktok,609,10,6090
2023-03-01,classic,original,beverage,tiktok,614,10,6140
2023-04-01,classic,original,beverage,tiktok,568,10,5680
2023-05-01,classic,original,beverage,tiktok,567,10,5670
2023-06-01,classic,original,beverage,tiktok,601,10,6010
2023-07-01,classic,original,beverage,tiktok,584,10,5840
2023-08-01,classic,original,beverage,tiktok,590,10,5900
2023-09-01,classic,original,beverage,tiktok,601,10,6010
2023-10-01,classic,original,beverage,tiktok,611,10,6110
2023-11-01,classic,original,beverage,tiktok,549,10,5490
2023-12-01,classic,original,beverage,tiktok,553,10,5530
2024-01-01,classic,original,beverage,tiktok,695,10,6950
2024-02-01,classic,original,beverage,tiktok,768,10,7680
2024-03-01,classic,original,beverage,tiktok,686,10,6860
2024-04-01,classic,original,beverage,tiktok,751,10,7510
2024-05-01,classic,original,beverage,tiktok,763,10,7630
2024-06-01,classic,original,beverage,tiktok,724,10,7240
2024-07-01,classic,original,beverage,tiktok,770,10,7700
2024-08-01,classic,original,beverage,tiktok,685,10,6850
2024-09-01,classic,original,beverage,tiktok,686,10,6860
2024-10-01,classic,original,beverage,tiktok,805,10,8050
2024-11-01,classic,original,beverage,tiktok,735,10,7350
2024-12-01,classic,original,beverage,tiktok,700,10,7000
2025-01-01,classic,original,beverage,tiktok,950,10,9500
2025-02-01,classic,original,beverage,tiktok,997,10,9970
2025-03-01,classic,original,beverage,tiktok,892,10,8920
2025-04-01,classic,original,beverage,tiktok,969,10,9690
2025-05-01,classic,original,beverage,tiktok,867,10,8670
2025-06-01,classic,original,beverage,tiktok,861,10,8610
2025-07-01,classic,original,beverage,tiktok,951,10,9510
2025-08-01,classic,original,beverage,tiktok,953,10,9530
2025-09-01,classic,original,beverage,tiktok,972,10,9720
2025-10-01,classic,original,beverage,tiktok,988,10,9880
2025-11-01,classic,original,beverage,tiktok,1036,10,10360
2025-12-01,classic,original,beverage,tiktok,949,10,9490
2026-01-01,classic,original,beverage,tiktok,912,10,9120
2026-02-01,classic,original,beverage,tiktok,1001,10,10010
2026-03-01,classic,original,beverage,tiktok,902,10,9020
2022-01-01,classic,original,beverage,dtc,492,10,4920
2022-02-01,classic,original,beverage,dtc,445,10,4450
2022-03-01,classic,original,beverage,dtc,439,10,4390
2022-04-01,classic,original,beverage,dtc,429,10,4290
2022-05-01,classic,original,beverage,dtc,462,10,4620
2022-06-01,classic,original,beverage,dtc,486,10,4860
2022-07-01,classic,original,beverage,dtc,427,10,4270
2022-08-01,classic,original,beverage,dtc,508,10,5080
2022-09-01,classic,original,beverage,dtc,463,10,4630
2022-10-01,classic,original,beverage,dtc,444,10,4440
2022-11-01,classic,original,beverage,dtc,431,10,4310
2022-12-01,classic,original,beverage,dtc,439,10,4390
2023-01-01,classic,original,beverage,dtc,509,10,5090
2023-02-01,classic,original,beverage,dtc,482,10,4820
2023-03-01,classic,original,beverage,dtc,470,10,4700
2023-04-01,classic,original,beverage,dtc,483,10,4830
2023-05-01,classic,original,beverage,dtc,463,10,4630
2023-06-01,classic,original,beverage,dtc,490,10,4900
2023-07-01,classic,original,beverage,dtc,426,10,4260
2023-08-01,classic,original,beverage,dtc,475,10,4750
2023-09-01,classic,original,beverage,dtc,437,10,4370
2023-10-01,classic,original,beverage,dtc,433,10,4330
2023-11-01,classic,original,beverage,dtc,454,10,4540
2023-12-01,classic,original,beverage,dtc,430,10,4300
2024-01-01,classic,original,beverage,dtc,574,10,5740
2024-02-01,classic,original,beverage,dtc,602,10,6020
2024-03-01,classic,original,beverage,dtc,685,10,6850
2024-04-01,classic,original,beverage,dtc,584,10,5840
2024-05-01,classic,original,beverage,dtc,565,10,5650
2024-06-01,classic,original,beverage,dtc,658,10,6580
2024-07-01,classic,original,beverage,dtc,664,10,6640
2024-08-01,classic,original,beverage,dtc,606,10,6060
2024-09-01,classic,original,beverage,dtc,621,10,6210
2024-10-01,classic,original,beverage,dtc,644,10,6440
2024-11-01,classic,original,beverage,dtc,569,10,5690
2024-12-01,classic,original,beverage,dtc,681,10,6810
2025-01-01,classic,original,beverage,dtc,842,10,8420
2025-02-01,classic,original,beverage,dtc,744,10,7440
2025-03-01,classic,original,beverage,dtc,706,10,7060
2025-04-01,classic,original,beverage,dtc,849,10,8490
2025-05-01,classic,original,beverage,dtc,782,10,7820
2025-06-01,classic,original,beverage,dtc,788,10,7880
2025-07-01,classic,original,beverage,dtc,810,10,8100
2025-08-01,classic,original,beverage,dtc,800,10,8000
2025-09-01,classic,original,beverage,dtc,851,10,8510
2025-10-01,classic,original,beverage,dtc,851,10,8510
2025-11-01,classic,original,beverage,dtc,839,10,8390
2025-12-01,classic,original,beverage,dtc,803,10,8030
2026-01-01,classic,original,beverage,dtc,829,10,8290
2026-02-01,classic,original,beverage,dtc,809,10,8090
2026-03-01,classic,original,beverage,dtc,793,10,7930
2022-01-01,classic,original,beverage,in_transit,216,10,2160
2022-02-01,classic,original,beverage,in_transit,220,10,2200
2022-03-01,classic,original,beverage,in_transit,237,10,2370
2022-04-01,classic,original,beverage,in_transit,213,10,2130
2022-05-01,classic,original,beverage,in_transit,238,10,2380
2022-06-01,classic,original,beverage,in_transit,236,10,2360
2022-07-01,classic,original,beverage,in_transit,205,10,2050
2022-08-01,classic,original,beverage,in_transit,199,10,1990
2022-09-01,classic,original,beverage,in_transit,200,10,2000
2022-10-01,classic,original,beverage,in_transit,197,10,1970
2022-11-01,classic,original,beverage,in_transit,200,10,2000
2022-12-01,classic,original,beverage,in_transit,226,10,2260
2023-01-01,classic,original,beverage,in_transit,199,10,1990
2023-02-01,classic,original,beverage,in_transit,210,10,2100
2023-03-01,classic,original,beverage,in_transit,233,10,2330
2023-04-01,classic,original,beverage,in_transit,197,10,1970
2023-05-01,classic,original,beverage,in_transit,232,10,2320
2023-06-01,classic,original,beverage,in_transit,208,10,2080
2023-07-01,classic,original,beverage,in_transit,201,10,2010
2023-08-01,classic,original,beverage,in_transit,226,10,2260
2023-09-01,classic,original,beverage,in_transit,224,10,2240
2023-10-01,classic,original,beverage,in_transit,234,10,2340
2023-11-01,classic,original,beverage,in_transit,228,10,2280
2023-12-01,classic,original,beverage,in_transit,231,10,2310
2024-01-01,classic,original,beverage,in_transit,278,10,2780
2024-02-01,classic,original,beverage,in_transit,272,10,2720
2024-03-01,classic,original,beverage,in_transit,305,10,3050
2024-04-01,classic,original,beverage,in_transit,309,10,3090
2024-05-01,classic,original,beverage,in_transit,319,10,3190
2024-06-01,classic,original,beverage,in_transit,286,10,2860
2024-07-01,classic,original,beverage,in_transit,283,10,2830
2024-08-01,classic,original,beverage,in_transit,307,10,3070
2024-09-01,classic,original,beverage,in_transit,281,10,2810
2024-10-01,classic,original,beverage,in_transit,316,10,3160
2024-11-01,classic,original,beverage,in_transit,312,10,3120
2024-12-01,classic,original,beverage,in_transit,287,10,2870
2025-01-01,classic,original,beverage,in_transit,382,10,3820
2025-02-01,classic,original,beverage,in_transit,382,10,3820
2025-03-01,classic,original,beverage,in_transit,335,10,3350
2025-04-01,classic,original,beverage,in_transit,393,10,3930
2025-05-01,classic,original,beverage,in_transit,364,10,3640
2025-06-01,classic,original,beverage,in_transit,387,10,3870
2025-07-01,classic,original,beverage,in_transit,350,10,3500
2025-08-01,classic,original,beverage,in_transit,392,10,3920
2025-09-01,classic,original,beverage,in_transit,355,10,3550
2025-10-01,classic,original,beverage,in_transit,328,10,3280
2025-11-01,classic,original,beverage,in_transit,393,10,3930
2025-12-01,classic,original,beverage,in_transit,334,10,3340
2026-01-01,classic,original,beverage,in_transit,350,10,3500
2026-02-01,classic,original,beverage,in_transit,396,10,3960
2026-03-01,classic,original,beverage,in_transit,396,10,3960
2022-01-01,classic,plus,beverage,factory_a,1939,12,23268
2022-02-01,classic,plus,beverage,factory_a,1780,12,21360
2022-03-01,classic,plus,beverage,factory_a,1783,12,21396
2022-04-01,classic,plus,beverage,factory_a,1982,12,23784
2022-05-01,classic,plus,beverage,factory_a,1963,12,23556
2022-06-01,classic,plus,beverage,factory_a,1830,12,21960
2022-07-01,classic,plus,beverage,factory_a,2115,12,25380
2022-08-01,classic,plus,beverage,factory_a,2051,12,24612
2022-09-01,classic,plus,beverage,factory_a,1792,12,21504
2022-10-01,classic,plus,beverage,factory_a,2109,12,25308
2022-11-01,classic,plus,beverage,factory_a,2126,12,25512
2022-12-01,classic,plus,beverage,factory_a,2135,12,25620
2023-01-01,classic,plus,beverage,factory_a,1769,12,21228
2023-02-01,classic,plus,beverage,factory_a,2034,12,24408
2023-03-01,classic,plus,beverage,factory_a,1960,12,23520
2023-04-01,classic,plus,beverage,factory_a,2022,12,24264
2023-05-01,classic,plus,beverage,factory_a,2124,12,25488
2023-06-01,classic,plus,beverage,factory_a,2015,12,24180
2023-07-01,classic,plus,beverage,factory_a,2073,12,24876
2023-08-01,classic,plus,beverage,factory_a,2085,12,25020
2023-09-01,classic,plus,beverage,factory_a,2073,12,24876
2023-10-01,classic,plus,beverage,factory_a,1913,12,22956
2023-11-01,classic,plus,beverage,factory_a,1834,12,22008
2023-12-01,classic,plus,beverage,factory_a,1902,12,22824
2024-01-01,classic,plus,beverage,factory_a,2793,12,33516
2024-02-01,classic,plus,beverage,factory_a,2406,12,28872
2024-03-01,classic,plus,beverage,factory_a,2596,12,31152
2024-04-01,classic,plus,beverage,factory_a,2451,12,29412
2024-05-01,classic,plus,beverage,factory_a,2632,12,31584
2024-06-01,classic,plus,beverage,factory_a,2778,12,33336
2024-07-01,classic,plus,beverage,factory_a,2787,12,33444
2024-08-01,classic,plus,beverage,factory_a,2453,12,29436
2024-09-01,classic,plus,beverage,factory_a,2801,12,33612
2024-10-01,classic,plus,beverage,factory_a,2637,12,31644
2024-11-01,classic,plus,beverage,factory_a,2512,12,30144
2024-12-01,classic,plus,beverage,factory_a,2697,12,32364
2025-01-01,classic,plus,beverage,factory_a,3225,12,38700
2025-02-01,classic,plus,beverage,factory_a,3158,12,37896
2025-03-01,classic,plus,beverage,factory_a,3370,12,40440
2025-04-01,classic,plus,beverage,factory_a,3074,12,36888
2025-05-01,classic,plus,beverage,factory_a,3127,12,37524
2025-06-01,classic,plus,beverage,factory_a,3195,12,38340
2025-07-01,classic,plus,beverage,factory_a,3078,12,36936
2025-08-01,classic,plus,beverage,factory_a,3176,12,38112
2025-09-01,classic,plus,beverage,factory_a,3283,12,39396
2025-10-01,classic,plus,beverage,factory_a,3393,12,40716
2025-11-01,classic,plus,beverage,factory_a,3410,12,40920
2025-12-01,classic,plus,beverage,factory_a,3446,12,41352
2026-01-01,classic,plus,beverage,factory_a,3395,12,40740
2026-02-01,classic,plus,beverage,factory_a,3354,12,40248
2026-03-01,classic,plus,beverage,factory_a,3067,12,36804
2022-01-01,classic,plus,beverage,factory_b,1539,12,18468
2022-02-01,classic,plus,beverage,factory_b,1511,12,18132
2022-03-01,classic,plus,beverage,factory_b,1695,12,20340
2022-04-01,classic,plus,beverage,factory_b,1491,12,17892
2022-05-01,classic,plus,beverage,factory_b,1725,12,20700
2022-06-01,classic,plus,beverage,factory_b,1425,12,17100
2022-07-01,classic,plus,beverage,factory_b,1727,12,20724
2022-08-01,classic,plus,beverage,factory_b,1434,12,17208
2022-09-01,classic,plus,beverage,factory_b,1702,12,20424
2022-10-01,classic,plus,beverage,factory_b,1587,12,19044
2022-11-01,classic,plus,beverage,factory_b,1734,12,20808
2022-12-01,classic,plus,beverage,factory_b,1444,12,17328
2023-01-01,classic,plus,beverage,factory_b,1596,12,19152
2023-02-01,classic,plus,beverage,factory_b,1727,12,20724
2023-03-01,classic,plus,beverage,factory_b,1586,12,19032
2023-04-01,classic,plus,beverage,factory_b,1620,12,19440
2023-05-01,classic,plus,beverage,factory_b,1641,12,19692
2023-06-01,classic,plus,beverage,factory_b,1564,12,18768
2023-07-01,classic,plus,beverage,factory_b,1619,12,19428
2023-08-01,classic,plus,beverage,factory_b,1605,12,19260
2023-09-01,classic,plus,beverage,factory_b,1705,12,20460
2023-10-01,classic,plus,beverage,factory_b,1435,12,17220
2023-11-01,classic,plus,beverage,factory_b,1510,12,18120
2023-12-01,classic,plus,beverage,factory_b,1721,12,20652
2024-01-01,classic,plus,beverage,factory_b,2269,12,27228
2024-02-01,classic,plus,beverage,factory_b,2086,12,25032
